module,topic,text,answer,distractors
logic,Number Series,"Find the next number: 10, 16, 22, 28, ?",34,"[""40"", ""36"", ""33""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 64, 81, 100, 121, ?",144,"[""154"", ""169"", ""139""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 3, 8, 13, 18, ?",23,"[""25"", ""22"", ""28""]"
logic,Number Series,"Find the next number: 16, 25, 36, 49, ?",64,"[""81"", ""74"", ""59""]"
logic,Number Series,"Find the next number: 8, 13, 18, 23, ?",28,"[""27"", ""33"", ""30""]"
logic,Number Series,"Find the next number: 5, 11, 17, 23, ?",29,"[""31"", ""35"", ""28""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number: 10, 13, 16, 19, ?",22,"[""25"", ""21"", ""24""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 9, 13, 17, 21, ?",25,"[""29"", ""27"", ""24""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 64, 81, 100, 121, ?",144,"[""139"", ""154"", ""169""]"
logic,Number Series,"Find the next number: 49, 64, 81, 100, ?",121,"[""131"", ""116"", ""144""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 9, 16, 25, 36, ?",49,"[""59"", ""64"", ""44""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 2, 6, 10, 14, ?",18,"[""17"", ""22"", ""20""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Number Series,"Find the next number: 49, 64, 81, 100, ?",121,"[""144"", ""131"", ""116""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 9, 15, 21, 27, ?",33,"[""39"", ""32"", ""35""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Number Series,"Find the next number: 81, 100, 121, 144, ?",169,"[""179"", ""196"", ""164""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 4, 9, 16, 25, ?",36,"[""49"", ""46"", ""31""]"
logic,Number Series,"Find the next number: 4, 9, 16, 25, ?",36,"[""31"", ""46"", ""49""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Number Series,"Find the next number: 3, 9, 15, 21, ?",27,"[""29"", ""26"", ""33""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 4, 9, 16, 25, ?",36,"[""31"", ""46"", ""49""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 25, 36, 49, 64, ?",81,"[""76"", ""100"", ""91""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Number Series,"Find the next number: 4, 8, 12, 16, ?",20,"[""24"", ""19"", ""22""]"
logic,Number Series,"Find the next number: 9, 15, 21, 27, ?",33,"[""35"", ""39"", ""32""]"
logic,Number Series,"Find the next number: 36, 49, 64, 81, ?",100,"[""95"", ""110"", ""121""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 8 people?,28,"[""36"", ""26"", ""56""]"
quant,Probability,"A bag contains 10 balls, out of which 5 are red. What is the probability of drawing a red ball?",1/2,"[""1/3"", ""2/2"", ""1/2""]"
quant,HCF & LCM,Find the LCM of 24 and 28.,168,"[""180"", ""164"", ""672""]"
quant,HCF & LCM,Find the LCM of 24 and 36.,72,"[""84"", ""60"", ""864""]"
quant,Probability,"A bag contains 20 balls, out of which 14 are red. What is the probability of drawing a red ball?",7/10,"[""1/11"", ""8/10"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3500 at 8% per annum for 2 years.,Rs. 560,"[""Rs. 660"", ""Rs. 510"", ""Rs. 616""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3700 at 11% per annum for 5 years.,Rs. 2035,"[""Rs. 2135"", ""Rs. 1985"", ""Rs. 2238""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 4500 at 12% per annum for 4 years.,Rs. 2160,"[""Rs. 2260"", ""Rs. 2110"", ""Rs. 2376""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 8 people?,28,"[""36"", ""26"", ""56""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 5 people?,5,"[""10"", ""3"", ""120""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 7 people?,35,"[""42"", ""33"", ""210""]"
quant,Probability,"A bag contains 10 balls, out of which 5 are red. What is the probability of drawing a red ball?",1/2,"[""1/3"", ""2/2"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2800 at 7% per annum for 4 years.,Rs. 784,"[""Rs. 884"", ""Rs. 734"", ""Rs. 862""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 9 people?,126,"[""135"", ""124"", ""3024""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 1400 at 9% per annum for 3 years.,Rs. 378,"[""Rs. 478"", ""Rs. 328"", ""Rs. 415""]"
quant,Probability,"A bag contains 20 balls, out of which 13 are red. What is the probability of drawing a red ball?",13/20,"[""1/21"", ""14/20"", ""1/2""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 6 people?,20,"[""26"", ""18"", ""120""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 8 people?,28,"[""36"", ""26"", ""56""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 8 people?,70,"[""78"", ""68"", ""1680""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 1300 at 8% per annum for 3 years.,Rs. 312,"[""Rs. 412"", ""Rs. 262"", ""Rs. 343""]"
quant,HCF & LCM,Find the HCF of 22 and 14.,2,"[""4"", ""4"", ""1""]"
quant,HCF & LCM,Find the LCM of 20 and 36.,180,"[""192"", ""176"", ""720""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 6 people?,15,"[""21"", ""13"", ""360""]"
quant,Probability,"A bag contains 30 balls, out of which 9 are red. What is the probability of drawing a red ball?",3/10,"[""1/11"", ""4/10"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2400 at 14% per annum for 4 years.,Rs. 1344,"[""Rs. 1444"", ""Rs. 1294"", ""Rs. 1478""]"
quant,HCF & LCM,Find the LCM of 20 and 12.,60,"[""72"", ""56"", ""240""]"
quant,HCF & LCM,Find the LCM of 16 and 36.,144,"[""156"", ""140"", ""576""]"
quant,Probability,"A bag contains 10 balls, out of which 3 are red. What is the probability of drawing a red ball?",3/10,"[""1/11"", ""4/10"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2500 at 10% per annum for 4 years.,Rs. 1000,"[""Rs. 1100"", ""Rs. 950"", ""Rs. 1100""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3800 at 10% per annum for 2 years.,Rs. 760,"[""Rs. 860"", ""Rs. 710"", ""Rs. 836""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 8 people?,28,"[""36"", ""26"", ""56""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 6 people?,15,"[""21"", ""13"", ""360""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 4100 at 12% per annum for 2 years.,Rs. 984,"[""Rs. 1084"", ""Rs. 934"", ""Rs. 1082""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 5 people?,10,"[""15"", ""8"", ""60""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3500 at 12% per annum for 4 years.,Rs. 1680,"[""Rs. 1780"", ""Rs. 1630"", ""Rs. 1848""]"
quant,HCF & LCM,Find the LCM of 34 and 20.,340,"[""352"", ""338"", ""680""]"
quant,Probability,"A bag contains 10 balls, out of which 4 are red. What is the probability of drawing a red ball?",2/5,"[""1/6"", ""3/5"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3100 at 9% per annum for 4 years.,Rs. 1116,"[""Rs. 1216"", ""Rs. 1066"", ""Rs. 1227""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 5 people?,10,"[""15"", ""8"", ""20""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 8 people?,28,"[""36"", ""26"", ""56""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3200 at 10% per annum for 4 years.,Rs. 1280,"[""Rs. 1380"", ""Rs. 1230"", ""Rs. 1408""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 7 people?,21,"[""28"", ""19"", ""42""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 8 people?,56,"[""64"", ""54"", ""336""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 6 people?,15,"[""21"", ""13"", ""30""]"
quant,HCF & LCM,Find the HCF of 22 and 34.,2,"[""4"", ""4"", ""1""]"
quant,Probability,"A bag contains 30 balls, out of which 17 are red. What is the probability of drawing a red ball?",17/30,"[""1/31"", ""18/30"", ""1/2""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 9 people?,84,"[""93"", ""82"", ""504""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2600 at 7% per annum for 3 years.,Rs. 546,"[""Rs. 646"", ""Rs. 496"", ""Rs. 600""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 1800 at 8% per annum for 3 years.,Rs. 432,"[""Rs. 532"", ""Rs. 382"", ""Rs. 475""]"
quant,Probability,"A bag contains 20 balls, out of which 12 are red. What is the probability of drawing a red ball?",3/5,"[""1/6"", ""4/5"", ""1/2""]"
quant,HCF & LCM,Find the HCF of 38 and 26.,2,"[""4"", ""4"", ""1""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3100 at 9% per annum for 3 years.,Rs. 837,"[""Rs. 937"", ""Rs. 787"", ""Rs. 920""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 8 people?,56,"[""64"", ""54"", ""336""]"
quant,Probability,"A bag contains 30 balls, out of which 18 are red. What is the probability of drawing a red ball?",3/5,"[""1/6"", ""4/5"", ""1/2""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 8 people?,28,"[""36"", ""26"", ""56""]"
quant,HCF & LCM,Find the HCF of 12 and 26.,2,"[""4"", ""4"", ""1""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 6 people?,15,"[""21"", ""13"", ""360""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 5 people?,10,"[""15"", ""8"", ""60""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 5 people?,10,"[""15"", ""8"", ""60""]"
quant,HCF & LCM,Find the HCF of 16 and 26.,2,"[""4"", ""4"", ""1""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2900 at 12% per annum for 5 years.,Rs. 1740,"[""Rs. 1840"", ""Rs. 1690"", ""Rs. 1914""]"
quant,Probability,"A bag contains 20 balls, out of which 12 are red. What is the probability of drawing a red ball?",3/5,"[""1/6"", ""4/5"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2000 at 7% per annum for 2 years.,Rs. 280,"[""Rs. 380"", ""Rs. 230"", ""Rs. 308""]"
quant,Probability,"A bag contains 10 balls, out of which 5 are red. What is the probability of drawing a red ball?",1/2,"[""1/3"", ""2/2"", ""1/2""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 7 people?,35,"[""42"", ""33"", ""840""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 9 people?,36,"[""45"", ""34"", ""72""]"
quant,Probability,"A bag contains 20 balls, out of which 10 are red. What is the probability of drawing a red ball?",1/2,"[""1/3"", ""2/2"", ""1/2""]"
quant,HCF & LCM,Find the HCF of 34 and 20.,2,"[""4"", ""4"", ""1""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3800 at 14% per annum for 4 years.,Rs. 2128,"[""Rs. 2228"", ""Rs. 2078"", ""Rs. 2340""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 9 people?,36,"[""45"", ""34"", ""72""]"
quant,HCF & LCM,Find the LCM of 18 and 38.,342,"[""354"", ""340"", ""684""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 5 people?,5,"[""10"", ""3"", ""120""]"
quant,Probability,"A bag contains 20 balls, out of which 13 are red. What is the probability of drawing a red ball?",13/20,"[""1/21"", ""14/20"", ""1/2""]"
quant,Probability,"A bag contains 30 balls, out of which 9 are red. What is the probability of drawing a red ball?",3/10,"[""1/11"", ""4/10"", ""1/2""]"
quant,HCF & LCM,Find the HCF of 30 and 38.,2,"[""4"", ""4"", ""1""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 5 people?,5,"[""10"", ""3"", ""120""]"
quant,HCF & LCM,Find the HCF of 26 and 22.,2,"[""4"", ""4"", ""1""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 8 people?,28,"[""36"", ""26"", ""56""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 4200 at 9% per annum for 5 years.,Rs. 1890,"[""Rs. 1990"", ""Rs. 1840"", ""Rs. 2079""]"
quant,Probability,"A bag contains 10 balls, out of which 3 are red. What is the probability of drawing a red ball?",3/10,"[""1/11"", ""4/10"", ""1/2""]"
quant,Probability,"A bag contains 10 balls, out of which 4 are red. What is the probability of drawing a red ball?",2/5,"[""1/6"", ""3/5"", ""1/2""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 7 people?,35,"[""42"", ""33"", ""210""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 1800 at 9% per annum for 4 years.,Rs. 648,"[""Rs. 748"", ""Rs. 598"", ""Rs. 712""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3800 at 14% per annum for 3 years.,Rs. 1596,"[""Rs. 1696"", ""Rs. 1546"", ""Rs. 1755""]"
quant,Probability,"A bag contains 20 balls, out of which 14 are red. What is the probability of drawing a red ball?",7/10,"[""1/11"", ""8/10"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2700 at 5% per annum for 4 years.,Rs. 540,"[""Rs. 640"", ""Rs. 490"", ""Rs. 594""]"
quant,Probability,"A bag contains 30 balls, out of which 11 are red. What is the probability of drawing a red ball?",11/30,"[""1/31"", ""12/30"", ""1/2""]"
quant,HCF & LCM,Find the LCM of 18 and 36.,36,"[""48"", ""18"", ""648""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2500 at 11% per annum for 2 years.,Rs. 550,"[""Rs. 650"", ""Rs. 500"", ""Rs. 605""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 8 people?,70,"[""78"", ""68"", ""1680""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3600 at 6% per annum for 2 years.,Rs. 432,"[""Rs. 532"", ""Rs. 382"", ""Rs. 475""]"
quant,HCF & LCM,Find the LCM of 20 and 36.,180,"[""192"", ""176"", ""720""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 1200 at 11% per annum for 4 years.,Rs. 528,"[""Rs. 628"", ""Rs. 478"", ""Rs. 580""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 1300 at 15% per annum for 4 years.,Rs. 780,"[""Rs. 880"", ""Rs. 730"", ""Rs. 858""]"
quant,Probability,"A bag contains 20 balls, out of which 8 are red. What is the probability of drawing a red ball?",2/5,"[""1/6"", ""3/5"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 1900 at 12% per annum for 5 years.,Rs. 1140,"[""Rs. 1240"", ""Rs. 1090"", ""Rs. 1254""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3200 at 12% per annum for 5 years.,Rs. 1920,"[""Rs. 2020"", ""Rs. 1870"", ""Rs. 2112""]"
quant,HCF & LCM,Find the HCF of 24 and 28.,4,"[""6"", ""8"", ""1""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 6 people?,15,"[""21"", ""13"", ""30""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 1000 at 10% per annum for 3 years.,Rs. 300,"[""Rs. 400"", ""Rs. 250"", ""Rs. 330""]"
quant,Probability,"A bag contains 30 balls, out of which 24 are red. What is the probability of drawing a red ball?",4/5,"[""1/6"", ""5/5"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2500 at 12% per annum for 4 years.,Rs. 1200,"[""Rs. 1300"", ""Rs. 1150"", ""Rs. 1320""]"
quant,HCF & LCM,Find the LCM of 16 and 30.,240,"[""252"", ""238"", ""480""]"
quant,Probability,"A bag contains 10 balls, out of which 4 are red. What is the probability of drawing a red ball?",2/5,"[""1/6"", ""3/5"", ""1/2""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 8 people?,28,"[""36"", ""26"", ""56""]"
quant,HCF & LCM,Find the HCF of 34 and 24.,2,"[""4"", ""4"", ""1""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3800 at 10% per annum for 5 years.,Rs. 1900,"[""Rs. 2000"", ""Rs. 1850"", ""Rs. 2090""]"
quant,HCF & LCM,Find the HCF of 24 and 28.,4,"[""6"", ""8"", ""1""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2800 at 10% per annum for 3 years.,Rs. 840,"[""Rs. 940"", ""Rs. 790"", ""Rs. 924""]"
quant,Probability,"A bag contains 20 balls, out of which 11 are red. What is the probability of drawing a red ball?",11/20,"[""1/21"", ""12/20"", ""1/2""]"
quant,HCF & LCM,Find the HCF of 32 and 24.,8,"[""10"", ""16"", ""1""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 5 people?,5,"[""10"", ""3"", ""120""]"
quant,HCF & LCM,Find the LCM of 30 and 36.,180,"[""192"", ""174"", ""1080""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2100 at 12% per annum for 4 years.,Rs. 1008,"[""Rs. 1108"", ""Rs. 958"", ""Rs. 1108""]"
quant,HCF & LCM,Find the HCF of 24 and 12.,12,"[""14"", ""24"", ""1""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 6 people?,15,"[""21"", ""13"", ""360""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 4700 at 5% per annum for 5 years.,Rs. 1175,"[""Rs. 1275"", ""Rs. 1125"", ""Rs. 1292""]"
quant,Probability,"A bag contains 20 balls, out of which 8 are red. What is the probability of drawing a red ball?",2/5,"[""1/6"", ""3/5"", ""1/2""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 5 people?,10,"[""15"", ""8"", ""60""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 5 people?,5,"[""10"", ""3"", ""120""]"
